x1,x2,x3,y1,y2
-137.058953,97.92593564,97.76149675,-34.0186357,-1.402692356
-149.0085608,100.7706711,100.6812897,-36.52137264,-1.405390987
-159.7222986,102.5153276,102.4792312,-38.87508327,-1.624782256
-169.3233524,103.1833964,103.1702183,-40.85052715,-1.639793751
-177.8392241,102.8688425,102.9215547,-42.59014161,-1.612532419
-185.3295014,102.5680397,102.5846555,-44.04081345,-1.740204604
-191.5913571,102.7771693,102.7405,-45.26533885,-1.779996523
-196.751988,102.9943203,103.1054741,-46.07028726,-1.738325303
-200.8085292,102.7009659,102.8980634,-46.86509431,-1.840741508
-203.7753046,102.6528374,102.5754881,-47.36322382,-1.867321021
-205.6397093,102.3921417,102.373234,-47.69393506,-1.840088337
-206.3862733,102.4941281,102.7347704,-47.82623101,-1.883220599
-206.0270288,103.06594,103.1770938,-47.7761545,-1.890886775
-205.0684704,102.8172763,102.7244572,-47.52674597,-1.863430637
-204.7516247,102.57778,102.3864121,-47.49368631,-1.878333269
-204.8490275,102.4929822,102.5141817,-47.44951126,-1.884498295
-205.7457065,102.9673913,102.9599428,-47.59613116,-1.881799664
-206.1926136,103.0011958,102.9834341,-47.67737658,-1.893717186
-205.8792057,102.8006606,102.8419135,-47.65417179,-1.893717186
-204.9641921,102.3004684,102.3348459,-47.40464867,-1.89013047
-204.5333278,102.3995901,102.3783907,-47.33686776,-1.89013047
-205.2575464,102.9862989,102.9461918,-47.49832727,-1.898644623
-206.0058293,103.1759479,103.1702183,-47.65967218,-1.898644623
-206.1823003,102.8029524,102.8298814,-47.68058514,-1.898644623
-205.9708789,102.6282003,102.6763287,-47.62752925,-1.9090037
-205.5766839,102.4792312,102.4637614,-47.52388118,-1.89991086
-205.1074315,102.4190707,102.3921417,-47.45271983,-1.89991086
-205.4300067,103.0516161,103.0304166,-47.53356417,-1.90819583
-205.4557898,103.0590645,103.0808369,-47.52193313,-1.90819583
-204.9080422,102.5084521,102.5319434,-47.41267008,-1.90819583
-204.8478816,102.5027225,102.4895445,-47.38700157,-1.914721819
-205.3492197,102.8172763,102.7874825,-47.46102771,-1.919895628
-205.9989538,103.1255276,103.039011,-47.59899595,-1.919895628
-206.0975026,102.8252977,102.875718,-47.63199832,-1.924954845
-205.7279448,102.3783907,102.3783907,-47.51396901,-1.928942631
-205.9840569,102.8837394,102.8344651,-47.60638711,-1.928942631
-205.4557898,102.8310273,102.8665507,-47.50755189,-1.928942631
-205.1612895,102.509598,102.5176194,-47.48789944,-1.928942631
-205.0787836,102.427665,102.3709422,-47.39565323,-1.923190135
-205.0381036,102.713571,102.7903473,-47.40613836,-1.923190135
-205.0707622,102.7244572,102.9473378,-47.4394845,-1.932454863
-205.4053696,102.7995146,102.8676966,-47.53631437,-1.932454863
-205.3629707,102.5342352,102.4706369,-47.49162366,-1.936058767
-205.1916563,102.6419513,102.6150222,-47.44120337,-1.94036741
-205.0169042,102.6505456,102.5611642,-47.42670754,-1.94036741
-205.4769893,102.8533727,102.7616994,-47.49998884,-1.944761996
-205.6425741,102.7972228,102.8476431,-47.49826997,-1.957263935
-0.142192655,0.132116046,0.103005779,0.097173642,-0.008296429
-1.278612616,1.25846169,1.162170403,-0.101253102,-0.03095118
-3.496589536,3.492114736,3.324169347,-0.899727085,-0.067992902
-6.890161261,6.83641782,6.638289014,-1.989687617,-0.08023128
-11.33511054,11.25002631,11.01373851,-3.468422931,-0.112202325
-16.86380949,16.77981388,16.47866726,-5.316784778,-0.126910152
-23.52220932,23.49310307,23.05198286,-7.28930658,-0.182933965
-31.2185222,31.22413719,30.72589309,-9.206881728,-0.287842537
-40.13185473,39.51609699,39.60903074,-9.472963328,-0.657188321
-50.04952498,46.80595361,49.49306837,-11.7418762,-0.655939273
-61.05209082,53.01206056,60.48199781,-15.04492059,-0.480465218
-73.33114933,58.19131255,72.63672448,-18.20856435,-0.711298455
-86.54928566,62.22092472,84.12510123,-21.91548669,-0.878315652
-100.3002727,65.163063,94.50996126,-25.54878396,-0.785828805
-114.0506869,66.98506879,103.8062015,-29.00589671,-0.965565665
-127.6549968,67.68923392,112.0040816,-31.93073166,-1.12120965
-140.4371122,67.52823278,119.1906912,-35.03175113,-1.101992646
-151.9489802,67.17185303,125.1752354,-37.47616097,-1.189437464
-162.3533208,66.85959103,130.0745975,-39.68903857,-1.243186635
-171.6690416,67.17299894,133.9071122,-41.52049816,-1.142168446
-179.8881212,67.33743783,136.6636122,-43.06794258,-1.102187451
-186.977328,66.89454145,138.3171684,-44.36712438,-0.978577537
-193.0426592,66.72093524,138.8540298,-45.41174103,-0.800020969
-197.9007684,67.00741414,138.3475351,-46.25421817,-0.746810379
-201.6851546,67.23029472,138.226641,-46.9203389,-0.750517416
-204.3562838,66.89969808,138.4386354,-47.35412525,-0.636997288
-205.9382203,66.95699385,138.2232033,-47.6019295,-0.611575151
-206.3954406,67.23487839,138.1206438,-47.65395406,-0.64796943
-205.8041482,67.03319724,138.1114765,-47.50618825,-0.682925585
-204.8948642,66.96730709,138.0467323,-47.32645139,-0.653372422
-204.8364225,67.38442037,138.4787425,-47.31688299,-0.784144309
-205.0942535,67.34889699,138.2312247,-47.32473251,-0.764360076
-205.6139262,67.24805641,138.3790478,-47.39039348,-0.738886373
-206.1937595,67.19992796,138.8271008,-47.50595906,-0.743859646
-206.0224451,67.01085189,138.5423408,-47.45760143,-0.680994717
-205.5589222,67.29389304,138.3389408,-47.38030942,-0.743343984
-205.0976912,67.1844581,138.3120117,-47.27224958,-0.796571763
-204.5814562,66.87391497,137.8439052,-47.1267756,-0.677465297
-204.6731295,66.77765806,137.874272,-47.09784123,-0.728727831
-205.2432225,67.21539782,138.2908123,-47.29281877,-0.722442484
-205.7749273,67.36207502,138.6815695,-47.38964863,-0.834341141
-205.6150721,67.00512231,138.3956636,-47.34570277,-0.695914538
-204.8387143,66.5966034,137.9470376,-47.10930038,-0.678977906
-204.8444439,67.05898034,138.4483757,-47.16252816,-0.730074282
